     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
         4.7022                  0.6282             310.1            16689.79         27.91      -2852.08
         4.7500                  0.6346             310.1            17455.51         29.04      -2958.96
         4.8023                  0.6415             310.1            14759.33         27.54      -2949.98
         4.8500                  0.6478             310.1            16815.36         27.34      -2755.15
         4.9022                  0.6547             310.1            14563.10         27.79      -3003.71
         4.9500                  0.6610             310.1            19579.06         28.93      -2772.20
         5.0022                  0.6680             310.1            14563.41         26.64      -2830.72
         5.0500                  0.6743             310.1            17474.70         28.90      -2936.65
         5.1021                  0.6812             310.1            17664.83         28.30      -2831.73
         5.1500                  0.6876             310.1            19813.31         28.44      -2680.03
         5.2021                  0.6945             310.1            13938.10         27.14      -2957.05
         5.2500                  0.7009             310.1            16932.91         27.81      -2817.42
         5.3022                  0.7078             310.1            14984.19         27.40      -2912.29
         5.3500                  0.7141             310.1            15779.11         28.12      -2956.37
         5.4021                  0.7210             310.1            13218.60         27.87      -3124.26
         5.4500                  0.7274             310.1            14194.88         27.38      -2972.59
         5.5019                  0.7343             310.1            15480.49         27.82      -2935.39
         5.5500                  0.7407             310.1            15041.11         28.78      -3114.02
         5.6020                  0.7476             310.1            14028.35         27.45      -2995.87
         5.6500                  0.7540             310.1            13710.17         28.29      -3146.99
         5.7021                  0.7609             310.1            17320.98         28.73      -2924.45
         5.7500                  0.7673             310.1            15772.74         28.65      -3036.25
         5.8021                  0.7742             310.1            15706.62         27.99      -2942.53
         5.8500                  0.7806             310.1            16284.91         28.35      -2950.44
         5.9021                  0.7875             310.1            17456.06         28.75      -2915.49
         5.9500                  0.7938             310.1            17873.99         29.04      -2926.53
         6.0020                  0.8008             310.1            12313.06         27.51      -3141.84
         6.0500                  0.8072             310.1            13734.77         28.51      -3178.34
         6.1020                  0.8141             310.1            15071.09         28.76      -3109.55
         6.1500                  0.8205             310.1            11393.97         26.75      -3101.73
         6.2020                  0.8274             310.1            14385.35         28.22      -3083.30
         6.2500                  0.8337             310.1            16959.55         28.59      -2931.34
         6.3021                  0.8407             310.1            11807.45         26.56      -3040.49
         6.3500                  0.8470             310.1            13329.88         27.50      -3059.55
         6.4022                  0.8539             310.1            13048.59         27.98      -3153.99
         6.4500                  0.8603             310.1            13530.75         27.09      -2981.48
         6.5021                  0.8672             310.1            12837.74         27.71      -3129.72
         6.5500                  0.8736             310.1            18089.97         29.28      -2945.53
         6.6020                  0.8805             310.1            16477.85         28.35      -2934.03
         6.6500                  0.8868             310.1            15503.00         28.88      -3092.14
         6.7023                  0.8938             310.1            16547.22         27.64      -2822.51
         6.7500                  0.9001             310.1            13704.85         27.63      -3048.39
         6.8020                  0.9070             310.1            15331.68         28.07      -2984.76
         6.8500                  0.9134             310.1            14239.13         27.86      -3039.80
         6.9021                  0.9203             310.1            11290.44         27.82      -3271.40
         6.9500                  0.9267             310.1            12343.94         27.68      -3165.95
         7.0021                  0.9336             310.1            16294.04         28.55      -2978.72
         7.0500                  0.9399             310.1            13276.25         27.34      -3039.89
         7.1021                  0.9469             310.1            15620.78         27.70      -2905.04
         7.1500                  0.9532             310.1            15364.42         27.79      -2939.64
         7.2022                  0.9601             310.1            16650.03         27.41      -2780.01
         7.2500                  0.9665             310.1            15591.29         26.81      -2774.87
         7.3022                  0.9734             310.1            16426.66         27.32      -2783.70
         7.3500                  0.9798             310.1            13656.18         26.94      -2948.58
         7.4023                  0.9867             310.1            14432.15         27.71      -3002.23
         7.4500                  0.9930             310.1            13133.92         27.59      -3088.18
         7.5020                  0.9999             310.1            13653.88         27.45      -3025.52
         7.5500                  1.0063             310.1            15760.19         27.48      -2862.04
         7.6020                  1.0132             310.1            16488.49         29.01      -3032.77
         7.6500                  1.0196             310.1            17411.70         28.44      -2873.74
         7.7021                  1.0265             310.1            16067.90         27.69      -2869.00
         7.7500                  1.0329             310.1            18199.55         28.63      -2838.27
         7.8022                  1.0398             310.1            14761.34         27.72      -2977.33
         7.8500                  1.0462             310.1            16332.57         28.39      -2952.05
         7.9021                  1.0531             310.1            13038.10         27.47      -3078.83
         7.9500                  1.0595             310.1            10364.02         26.74      -3183.58
         8.0020                  1.0664             310.1            17377.33         28.32      -2857.22
         8.0500                  1.0728             310.1            13920.73         27.53      -3015.73
         8.1022                  1.0797             310.1            14004.88         27.52      -3007.86
         8.1500                  1.0860             310.1            17684.95         28.87      -2915.29
         8.2020                  1.0930             310.1            12644.26         27.01      -3040.03
         8.2500                  1.0993             310.1            13656.05         27.09      -2972.37
         8.3022                  1.1063             310.1            14822.74         27.87      -2994.87
         8.3500                  1.1126             310.1            14756.11         27.59      -2958.66
         8.4020                  1.1195             310.1            14384.01         27.19      -2927.66
         8.4500                  1.1259             310.1            13646.72         27.24      -2995.58
         8.5020                  1.1329             310.1            16425.29         28.01      -2887.14
         8.5500                  1.1393             310.1            15308.35         27.31      -2872.25
         8.6019                  1.1462             310.1            16438.71         28.34      -2936.23
         8.6500                  1.1526             310.1            14501.57         27.63      -2984.50
         8.7019                  1.1595             310.1            13836.14         28.14      -3114.99
         8.7500                  1.1659             310.1            16074.30         28.66      -3013.38
         8.8019                  1.1728             310.1            15294.99         28.66      -3076.44
         8.8500                  1.1793             310.1            14536.52         26.98      -2885.10
         8.9020                  1.1862             310.1            16133.43         27.27      -2799.54
         8.9500                  1.1926             310.1            11581.47         27.02      -3127.50
         9.0020                  1.1995             310.1            15429.03         28.96      -3110.05
         9.0500                  1.2059             310.1            15614.90         28.22      -2983.76
         9.1020                  1.2128             310.1             9628.90         25.90      -3115.23
         9.1500                  1.2192             310.1            12902.06         27.71      -3125.68
         9.2020                  1.2261             310.1            11988.89         27.12      -3109.62
         9.2500                  1.2325             310.1            17024.58         28.89      -2971.43
         9.3020                  1.2395             310.1             9767.58         26.71      -3226.35
         9.3500                  1.2459             310.1            16638.10         28.28      -2911.82
         9.4020                  1.2528             310.1            15660.58         27.58      -2884.25
         9.4500                  1.2592             310.1            14300.51         27.51      -2983.21
         9.5018                  1.2661             310.1            12340.47         27.06      -3072.63
         9.5500                  1.2725             310.1            16162.00         27.61      -2848.54
         9.6019                  1.2794             310.1            16445.39         28.02      -2887.21
         9.6500                  1.2858             310.1            15038.79         27.34      -2898.36
         9.7018                  1.2927             310.1            12997.98         26.74      -2971.60
         9.7500                  1.2992             310.1            14144.71         28.51      -3146.22
         9.8020                  1.3061             310.1            13338.24         27.78      -3101.19
         9.8500                  1.3125             310.1            16880.34         27.80      -2819.01
         9.9020                  1.3194             310.1            15670.97         27.45      -2864.51
         9.9500                  1.3258             310.1            13624.17         27.71      -3067.03
        10.0018                  1.3327             310.1            13644.78         27.69      -3062.19
        10.0500                  1.3392             310.1            12940.22         27.83      -3140.78
        10.1019                  1.3461             310.1            16553.10         29.09      -3040.13
        10.1500                  1.3525             310.1            16130.83         28.48      -2981.52
        10.2020                  1.3594             310.1            14812.04         27.94      -3007.15
        10.2500                  1.3658             310.1            14536.02         28.47      -3108.85
        10.3021                  1.3727             310.1            16551.44         28.28      -2917.46
        10.3500                  1.3791             310.1            14322.38         28.03      -3058.77
        10.4019                  1.3860             310.1            13184.81         27.35      -3048.91
        10.4500                  1.3924             310.1            14598.45         28.42      -3096.35
        10.5021                  1.3993             310.1            15998.73         27.78      -2887.46
        10.5500                  1.4057             310.1            16239.01         27.55      -2833.38
        10.6020                  1.4126             310.1            16089.93         27.94      -2903.74
        10.6500                  1.4191             310.1            16375.65         27.93      -2880.08
        10.7019                  1.4260             310.1            18298.14         28.44      -2802.28
        10.7500                  1.4324             310.1            16198.40         27.64      -2850.67
        10.8019                  1.4393             310.1            14009.14         27.24      -2966.14
        10.8500                  1.4457             310.1            15734.79         28.48      -3013.84
        10.9019                  1.4527             310.1            15996.39         27.07      -2780.39
        10.9500                  1.4591             310.1            15995.91         28.49      -2994.58
        11.0018                  1.4660             310.1            13152.60         27.12      -3016.86
        11.0500                  1.4724             310.1            12824.88         27.87      -3154.71
        11.1019                  1.4793             310.1            11706.14         26.68      -3067.15
        11.1500                  1.4857             310.1            12449.32         26.38      -2962.44
        11.2018                  1.4927             310.1            14454.26         28.43      -3108.29
        11.2500                  1.4991             310.1            11229.30         27.63      -3247.29
